listing_id,listed_date,country,brand,model,fuel,transmission,seller_type,age_years,mileage_km,power_kw,previous_owners,accident_free,days_on_market,asking_price_eur,model_price_eur,price_p10_eur,price_p90_eur,price_gap_pct,recommended_action
CAR-00661,2026-02-01,DE,Skoda,Kodiaq,Petrol,Automatic,Franchise dealer,3,47973,124,3,True,1,25790,21848,18767,25237,18.0,Hold
CAR-04332,2026-02-01,DE,BMW,5 Series,Hybrid,Automatic,Private,3,66853,70,2,True,40,25790,24161,20753,27908,6.7,Hold
CAR-04328,2026-02-01,DE,Volkswagen,Golf,Petrol,Automatic,Independent dealer,3,66227,172,2,True,23,18310,16629,14283,19207,10.1,Hold
CAR-01998,2026-02-01,NL,Volkswagen,Passat,Petrol,Automatic,Franchise dealer,2,45239,198,1,True,39,26340,31303,26887,36157,-15.9,Check underpricing
CAR-02478,2026-02-01,DE,Audi,Q3,Petrol,Automatic,Franchise dealer,13,222163,180,5,True,36,5880,4990,4286,5763,17.8,Hold
CAR-02396,2026-02-02,DE,Audi,e-tron,Diesel,Automatic,Independent dealer,4,62293,139,3,True,59,27630,23808,20450,27501,16.1,Review markdown
CAR-00446,2026-02-02,DE,Skoda,Karoq,Petrol,Manual,Private,7,116711,124,3,False,34,5310,5603,4813,6472,-5.2,Hold
CAR-03967,2026-02-02,DE,BMW,X3,Diesel,Automatic,Independent dealer,13,168290,205,5,True,22,5820,7215,6198,8334,-19.3,Check underpricing
CAR-02844,2026-02-02,DE,BMW,X3,Diesel,Automatic,Franchise dealer,2,29548,151,2,True,26,40260,38574,33133,44556,4.4,Hold
CAR-02798,2026-02-02,DE,Volkswagen,Tiguan,Petrol,Manual,Private,9,118215,152,3,True,53,5860,6508,5590,7517,-10.0,Check underpricing
CAR-04783,2026-02-02,DE,Mercedes-Benz,A-Class,Electric,Automatic,Independent dealer,4,47291,197,1,True,58,19590,19013,16331,21961,3.0,Hold
CAR-00794,2026-02-03,NL,BMW,5 Series,Petrol,Automatic,Franchise dealer,4,60616,162,1,True,56,27710,25228,21669,29140,9.8,Review markdown
CAR-04787,2026-02-03,DE,Volkswagen,ID.3,Petrol,Automatic,Franchise dealer,4,66120,186,2,True,13,18550,17467,15003,20176,6.2,Hold
CAR-04369,2026-02-03,AT,Mercedes-Benz,A-Class,Diesel,Manual,Franchise dealer,3,75887,162,2,True,32,18420,18185,15620,21005,1.3,Hold
CAR-03158,2026-02-03,AT,Skoda,Octavia,Diesel,Automatic,Franchise dealer,3,48054,163,2,True,19,16800,18178,15614,20997,-7.6,Hold
CAR-00419,2026-02-03,DE,Skoda,Octavia,Diesel,Automatic,Private,13,222253,164,4,True,14,5720,3371,2895,3894,69.7,Hold
CAR-02980,2026-02-03,DE,Volkswagen,Passat,Petrol,Automatic,Independent dealer,0,12840,173,1,True,11,50920,53231,45723,61486,-4.3,Hold
CAR-03803,2026-02-04,DE,BMW,X1,Diesel,Automatic,Franchise dealer,1,17956,240,1,True,60,42800,45373,38974,52410,-5.7,Hold
CAR-00198,2026-02-04,AT,BMW,i4,Petrol,Manual,Independent dealer,2,43293,147,1,True,4,37500,37667,32354,43508,-0.4,Hold
CAR-03051,2026-02-04,DE,BMW,i4,Petrol,Automatic,Independent dealer,5,123403,118,2,True,11,16350,15783,13557,18230,3.6,Hold
CAR-01689,2026-02-04,DE,Audi,Q3,Petrol,Automatic,Franchise dealer,6,92079,152,4,False,34,8950,9839,8451,11365,-9.0,Check underpricing
CAR-01824,2026-02-05,AT,Volkswagen,Tiguan,Diesel,Automatic,Private,12,170249,117,5,True,139,5900,4694,4032,5422,25.7,Review markdown
CAR-00846,2026-02-05,DE,Audi,A3,Electric,Automatic,Independent dealer,5,93398,109,2,True,30,11600,11634,9993,13439,-0.3,Hold
CAR-01543,2026-02-05,DE,BMW,i4,Petrol,Automatic,Private,2,25963,96,3,True,20,36060,34124,29311,39416,5.7,Hold
CAR-02419,2026-02-05,DE,Skoda,Enyaq,Petrol,Automatic,Franchise dealer,1,16474,119,1,False,47,35230,37014,31793,42753,-4.8,Hold
CAR-02998,2026-02-05,NL,Skoda,Superb,Hybrid,Automatic,Franchise dealer,6,109563,207,3,True,12,13600,12604,10827,14559,7.9,Hold
CAR-03085,2026-02-06,NL,Audi,e-tron,Electric,Automatic,Private,2,51191,197,2,True,58,48830,43446,37318,50183,12.4,Review markdown
CAR-00669,2026-02-06,DE,Audi,A4,Diesel,Automatic,Franchise dealer,6,104626,164,3,True,21,12820,11349,9748,13109,13.0,Hold
CAR-04702,2026-02-06,DE,Audi,Q5,Petrol,Automatic,Franchise dealer,6,126329,123,2,True,16,14020,13799,11853,15939,1.6,Hold
CAR-02059,2026-02-07,DE,BMW,3 Series,Diesel,Automatic,Independent dealer,13,156213,70,5,True,25,4900,4680,4020,5406,4.7,Hold
CAR-00975,2026-02-07,DE,Volkswagen,Golf,Electric,Automatic,Private,1,39915,124,1,True,50,21660,27040,23226,31233,-19.9,Check underpricing
CAR-04899,2026-02-07,DE,Volkswagen,Tiguan,Petrol,Automatic,Franchise dealer,9,152875,138,3,True,165,6240,6872,5903,7938,-9.2,Check underpricing
CAR-01341,2026-02-07,AT,Volkswagen,ID.3,Petrol,Manual,Independent dealer,3,51361,247,2,True,88,27600,22884,19656,26433,20.6,Review markdown
CAR-04214,2026-02-07,DE,Mercedes-Benz,EQE,Hybrid,Automatic,Independent dealer,1,25611,241,1,True,20,75960,72791,62524,84079,4.4,Hold
CAR-03358,2026-02-08,DE,Volkswagen,Golf,Diesel,Automatic,Franchise dealer,4,45575,116,2,True,49,14460,13304,11428,15368,8.7,Review markdown
CAR-01568,2026-02-08,DE,Mercedes-Benz,E-Class,Hybrid,Manual,Independent dealer,5,59560,185,2,True,75,23120,21854,18772,25244,5.8,Review markdown
CAR-00241,2026-02-08,DE,Volkswagen,ID.3,Electric,Automatic,Independent dealer,7,140818,102,3,True,111,7500,7782,6684,8989,-3.6,Hold
CAR-03802,2026-02-08,DE,Audi,Q5,Petrol,Automatic,Independent dealer,6,87860,121,2,False,29,13890,12748,10950,14725,9.0,Hold
CAR-02769,2026-02-09,DE,Skoda,Octavia,Petrol,Automatic,Independent dealer,4,46542,130,2,True,64,14820,13992,12019,16162,5.9,Review markdown
CAR-04766,2026-02-09,DE,Volkswagen,Passat,Petrol,Manual,Private,5,50875,228,2,True,12,16830,14416,12383,16652,16.7,Hold
CAR-00648,2026-02-09,DE,Volkswagen,Passat,Petrol,Manual,Independent dealer,4,56263,112,2,True,19,18160,15242,13093,17606,19.1,Hold
CAR-04716,2026-02-09,DE,Audi,A3,Petrol,Manual,Independent dealer,6,85845,146,2,True,22,10490,9686,8320,11188,8.3,Hold
CAR-03670,2026-02-09,DE,Audi,e-tron,Petrol,Automatic,Franchise dealer,8,84221,189,3,True,138,14860,14639,12574,16909,1.5,Hold
CAR-03965,2026-02-09,DE,BMW,5 Series,Petrol,Automatic,Private,10,185313,136,5,True,32,5330,6570,5644,7589,-18.9,Check underpricing
CAR-04324,2026-02-09,AT,BMW,3 Series,Petrol,Automatic,Franchise dealer,0,7064,70,1,True,23,58210,52034,44695,60103,11.9,Hold
CAR-01972,2026-02-09,DE,Volkswagen,Tiguan,Hybrid,Automatic,Independent dealer,7,164033,115,4,True,28,7130,7696,6610,8889,-7.4,Hold
CAR-02681,2026-02-09,AT,Skoda,Enyaq,Electric,Automatic,Independent dealer,4,84770,106,2,True,35,18320,17779,15272,20537,3.0,Hold
CAR-02809,2026-02-10,AT,BMW,3 Series,Hybrid,Automatic,Independent dealer,3,44047,150,3,True,8,26870,24207,20793,27961,11.0,Hold
CAR-03640,2026-02-10,DE,Audi,A4,Diesel,Manual,Franchise dealer,7,110520,75,3,True,9,6370,7964,6841,9199,-20.0,Check underpricing
CAR-00542,2026-02-10,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,8,98939,176,4,True,63,7350,8115,6971,9374,-9.4,Check underpricing
CAR-03093,2026-02-10,DE,Skoda,Octavia,Petrol,Automatic,Franchise dealer,4,70644,86,2,True,98,12380,12621,10841,14578,-1.9,Hold
CAR-00525,2026-02-10,DE,Audi,A3,Hybrid,Automatic,Independent dealer,8,81867,91,3,True,40,6870,7725,6635,8923,-11.1,Check underpricing
CAR-04754,2026-02-11,DE,Skoda,Enyaq,Petrol,Automatic,Franchise dealer,3,70480,163,2,True,52,25350,23814,20455,27507,6.4,Review markdown
CAR-03014,2026-02-11,NL,Audi,A4,Petrol,Automatic,Franchise dealer,5,113544,248,3,True,19,15250,15280,13125,17650,-0.2,Hold
CAR-03147,2026-02-11,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,2,32545,181,1,True,57,29780,29225,25103,33757,1.9,Hold
CAR-02057,2026-02-11,DE,Mercedes-Benz,EQE,Petrol,Manual,Independent dealer,7,147801,156,3,True,57,11550,12402,10653,14326,-6.9,Hold
CAR-00578,2026-02-11,DE,Skoda,Karoq,Petrol,Manual,Independent dealer,3,52123,88,1,True,14,17400,16127,13852,18627,7.9,Hold
CAR-04469,2026-02-11,DE,Audi,Q5,Diesel,Manual,Franchise dealer,7,123786,129,3,True,57,9310,10889,9353,12578,-14.5,Check underpricing
CAR-04173,2026-02-12,AT,Audi,Q5,Petrol,Automatic,Independent dealer,3,47115,102,2,True,29,32890,28579,24548,33011,15.1,Hold
CAR-01025,2026-02-12,DE,Audi,Q3,Petrol,Manual,Franchise dealer,7,98484,181,3,True,44,10820,9914,8515,11451,9.1,Hold
CAR-00183,2026-02-12,DE,Audi,Q5,Petrol,Automatic,Independent dealer,1,18737,99,1,True,9,48850,49302,42348,56947,-0.9,Hold
CAR-01338,2026-02-12,DE,Skoda,Kodiaq,Electric,Manual,Franchise dealer,2,54877,197,1,True,14,30080,30744,26407,35511,-2.2,Hold
CAR-00332,2026-02-13,DE,Volkswagen,Tiguan,Petrol,Automatic,Franchise dealer,2,52681,233,2,True,58,37370,31468,27029,36348,18.8,Review markdown
CAR-03415,2026-02-13,DE,Audi,Q3,Diesel,Automatic,Independent dealer,3,65536,132,1,True,28,21920,20477,17588,23652,7.0,Hold
CAR-03745,2026-02-13,DE,Volkswagen,Tiguan,Diesel,Automatic,Franchise dealer,3,67530,146,1,True,33,21650,20979,18020,24232,3.2,Hold
CAR-03937,2026-02-13,DE,Volkswagen,Tiguan,Petrol,Automatic,Independent dealer,3,35051,220,3,True,35,28760,24608,21137,28424,16.9,Hold
CAR-00228,2026-02-13,DE,Volkswagen,Golf,Electric,Automatic,Franchise dealer,5,64431,200,3,True,51,14640,12630,10848,14588,15.9,Review markdown
CAR-04500,2026-02-14,DE,BMW,X3,Electric,Automatic,Private,5,119019,143,2,True,102,16780,16082,13814,18576,4.3,Hold
CAR-00336,2026-02-14,DE,BMW,5 Series,Petrol,Automatic,Independent dealer,6,125864,165,3,True,13,13050,13531,11622,15629,-3.6,Hold
CAR-03345,2026-02-14,DE,Volkswagen,Tiguan,Petrol,Manual,Independent dealer,7,119177,161,4,True,16,8120,8302,7131,9590,-2.2,Hold
CAR-04331,2026-02-14,DE,Skoda,Karoq,Petrol,Manual,Franchise dealer,3,55861,127,1,True,33,18510,17624,15138,20357,5.0,Hold
CAR-00939,2026-02-14,DE,BMW,3 Series,Petrol,Automatic,Private,9,142539,132,2,True,12,5610,6558,5633,7576,-14.5,Check underpricing
CAR-02460,2026-02-15,DE,Skoda,Karoq,Petrol,Automatic,Private,5,65525,111,1,True,34,12360,11073,9511,12790,11.6,Hold
CAR-04636,2026-02-15,DE,Audi,A3,Petrol,Automatic,Franchise dealer,3,43728,183,2,True,34,21890,21781,18709,25159,0.5,Hold
CAR-02734,2026-02-15,DE,Audi,A4,Petrol,Automatic,Franchise dealer,10,133876,124,4,True,117,5750,6747,5795,7793,-14.8,Check underpricing
CAR-02407,2026-02-15,DE,Audi,A3,Petrol,Automatic,Independent dealer,0,14436,172,1,True,38,41040,48702,41833,56255,-15.7,Check underpricing
CAR-04859,2026-02-15,DE,Audi,e-tron,Diesel,Automatic,Independent dealer,3,49746,133,1,True,73,32360,31496,27053,36380,2.7,Hold
CAR-00455,2026-02-16,DE,BMW,3 Series,Petrol,Automatic,Private,3,49642,92,2,True,76,21100,19443,16700,22458,8.5,Review markdown
CAR-04719,2026-02-16,DE,BMW,X3,Diesel,Automatic,Franchise dealer,1,29840,236,1,True,54,55880,56858,48839,65676,-1.7,Hold
CAR-01707,2026-02-16,DE,Audi,A4,Electric,Manual,Franchise dealer,1,47375,154,1,True,61,39640,38845,33366,44869,2.0,Hold
CAR-04431,2026-02-16,DE,Skoda,Octavia,Petrol,Manual,Independent dealer,3,41591,191,1,True,16,20310,18154,15593,20969,11.9,Hold
CAR-02347,2026-02-16,NL,Volkswagen,Tiguan,Diesel,Automatic,Private,13,175882,149,5,False,9,6010,4002,3438,4623,50.2,Hold
CAR-03991,2026-02-17,DE,Mercedes-Benz,EQE,Diesel,Manual,Franchise dealer,3,72766,180,1,True,20,35200,32219,27675,37215,9.3,Hold
CAR-02116,2026-02-17,DE,Audi,A4,Diesel,Automatic,Franchise dealer,7,155644,207,3,True,60,8410,9182,7887,10606,-8.4,Check underpricing
CAR-04213,2026-02-17,AT,BMW,X3,Electric,Manual,Independent dealer,4,120512,202,2,True,66,22520,21294,18291,24596,5.8,Review markdown
CAR-01656,2026-02-17,DE,Audi,A4,Diesel,Automatic,Franchise dealer,0,11744,106,1,True,11,47680,51515,44249,59504,-7.4,Hold
CAR-01980,2026-02-17,DE,Skoda,Kodiaq,Diesel,Automatic,Franchise dealer,3,80072,203,3,True,64,21340,21622,18572,24975,-1.3,Hold
CAR-01491,2026-02-17,DE,Volkswagen,Golf,Electric,Manual,Independent dealer,4,79742,70,3,True,50,11120,10745,9229,12411,3.5,Hold
CAR-01535,2026-02-17,DE,Mercedes-Benz,GLA,Hybrid,Manual,Franchise dealer,3,81029,92,3,True,10,18540,18939,16268,21876,-2.1,Hold
CAR-03238,2026-02-17,DE,Audi,A3,Hybrid,Manual,Franchise dealer,8,176134,70,3,True,9,5530,5539,4757,6398,-0.2,Hold
CAR-01489,2026-02-17,DE,Mercedes-Benz,GLA,Petrol,Automatic,Private,9,216210,167,4,True,15,5610,5430,4664,6272,3.3,Hold
CAR-00434,2026-02-18,DE,BMW,X3,Hybrid,Manual,Independent dealer,8,179551,163,3,False,39,5890,7834,6729,9049,-24.8,Check underpricing
CAR-03140,2026-02-18,DE,Audi,A4,Petrol,Automatic,Independent dealer,1,22999,197,1,False,5,40620,37344,32077,43136,8.8,Hold
CAR-02044,2026-02-18,DE,Skoda,Kodiaq,Petrol,Automatic,Franchise dealer,6,107484,171,3,True,52,10550,11639,9998,13444,-9.4,Check underpricing
CAR-03914,2026-02-18,DE,Audi,e-tron,Electric,Automatic,Independent dealer,2,52232,217,1,True,47,45880,47607,40892,54990,-3.6,Hold
CAR-01309,2026-02-18,DE,Skoda,Superb,Diesel,Automatic,Independent dealer,2,42621,115,1,True,13,24240,25929,22272,29950,-6.5,Hold
CAR-02124,2026-02-19,DE,Audi,A4,Hybrid,Automatic,Independent dealer,3,54474,132,1,True,13,25980,23853,20488,27552,8.9,Hold
CAR-02338,2026-02-19,DE,Mercedes-Benz,A-Class,Hybrid,Manual,Franchise dealer,4,75907,130,2,False,10,11970,12977,11147,14990,-7.8,Hold
CAR-02353,2026-02-19,DE,Mercedes-Benz,GLA,Petrol,Automatic,Franchise dealer,5,58774,162,3,True,25,18100,15551,13357,17962,16.4,Hold
CAR-04252,2026-02-19,DE,BMW,i4,Diesel,Automatic,Franchise dealer,13,224479,106,4,True,46,6040,5864,5037,6773,3.0,Hold
CAR-02385,2026-02-20,DE,Volkswagen,Golf,Diesel,Automatic,Franchise dealer,5,109750,116,3,True,42,8700,8991,7723,10386,-3.2,Hold
CAR-04948,2026-02-20,DE,Volkswagen,Passat,Petrol,Automatic,Franchise dealer,3,57384,128,1,True,46,21620,21539,18501,24880,0.4,Hold
CAR-00284,2026-02-20,DE,Mercedes-Benz,E-Class,Petrol,Automatic,Franchise dealer,3,60281,185,2,True,54,37730,32949,28302,38059,14.5,Review markdown
CAR-04626,2026-02-20,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,2,39677,131,1,True,17,27950,26365,22646,30454,6.0,Hold
CAR-04154,2026-02-20,DE,Mercedes-Benz,E-Class,Hybrid,Manual,Franchise dealer,3,45592,182,2,True,24,40930,34011,29214,39285,20.3,Hold
CAR-01433,2026-02-21,AT,BMW,i4,Petrol,Manual,Independent dealer,2,26904,144,3,True,27,42900,37778,32449,43636,13.6,Hold
CAR-04825,2026-02-21,DE,Audi,A3,Petrol,Automatic,Franchise dealer,4,74272,161,2,True,5,15280,15697,13483,18131,-2.7,Hold
CAR-02566,2026-02-21,DE,BMW,X1,Electric,Automatic,Private,13,220468,84,5,True,69,5550,4089,3512,4723,35.7,Review markdown
CAR-01414,2026-02-21,DE,BMW,X1,Petrol,Automatic,Franchise dealer,3,69060,125,3,True,48,21450,20390,17514,23552,5.2,Review markdown
CAR-02146,2026-02-21,DE,BMW,3 Series,Diesel,Automatic,Independent dealer,4,81102,131,1,True,15,17480,15979,13725,18457,9.4,Hold
CAR-02832,2026-02-21,DE,Mercedes-Benz,A-Class,Hybrid,Automatic,Franchise dealer,4,62552,143,2,True,141,18460,17417,14960,20118,6.0,Review markdown
CAR-04840,2026-02-21,AT,Skoda,Octavia,Hybrid,Automatic,Franchise dealer,4,55393,173,2,True,29,17860,16298,13999,18825,9.6,Hold
CAR-02366,2026-02-22,DE,Audi,Q5,Petrol,Automatic,Independent dealer,4,80520,153,2,True,10,23230,22196,19066,25639,4.7,Hold
CAR-04779,2026-02-22,DE,Volkswagen,Passat,Petrol,Manual,Franchise dealer,4,81741,97,2,True,40,14000,14332,12310,16554,-2.3,Hold
CAR-02427,2026-02-22,NL,Volkswagen,Tiguan,Petrol,Automatic,Independent dealer,2,45569,75,2,True,38,27360,24874,21366,28732,10.0,Hold
CAR-04977,2026-02-23,DE,BMW,3 Series,Hybrid,Automatic,Franchise dealer,8,185298,178,4,True,37,6380,7589,6518,8765,-15.9,Check underpricing
CAR-00816,2026-02-23,NL,Skoda,Kodiaq,Petrol,Automatic,Independent dealer,4,53666,80,2,True,40,19850,16554,14219,19121,19.9,Hold
CAR-02749,2026-02-23,NL,BMW,5 Series,Diesel,Automatic,Private,1,37568,157,1,True,34,42140,45532,39110,52593,-7.4,Hold
CAR-00999,2026-02-23,DE,Audi,A4,Electric,Automatic,Franchise dealer,3,61662,157,2,True,34,21800,24243,20824,28003,-10.1,Check underpricing
CAR-01070,2026-02-23,DE,Skoda,Superb,Diesel,Automatic,Franchise dealer,9,108169,175,4,True,31,6750,7558,6492,8730,-10.7,Check underpricing
CAR-04135,2026-02-23,DE,BMW,i4,Electric,Automatic,Private,10,150676,168,3,True,55,6080,8679,7455,10025,-29.9,Check underpricing
CAR-01852,2026-02-23,DE,Mercedes-Benz,E-Class,Hybrid,Automatic,Franchise dealer,5,52247,113,3,True,26,25590,21368,18354,24682,19.8,Hold
CAR-03582,2026-02-23,DE,Audi,Q5,Hybrid,Automatic,Independent dealer,3,64433,97,2,True,15,29610,27589,23697,31867,7.3,Hold
CAR-00001,2026-02-23,DE,Mercedes-Benz,C-Class,Hybrid,Automatic,Franchise dealer,4,76863,166,3,True,13,20210,20563,17662,23751,-1.7,Hold
CAR-01513,2026-02-23,NL,Volkswagen,Golf,Petrol,Automatic,Franchise dealer,4,51788,184,1,True,49,16600,15633,13428,18058,6.2,Review markdown
CAR-04709,2026-02-23,DE,Audi,Q3,Diesel,Manual,Franchise dealer,6,120274,133,3,True,26,9480,9518,8175,10994,-0.4,Hold
CAR-00734,2026-02-24,DE,BMW,5 Series,Petrol,Manual,Franchise dealer,5,120837,225,3,False,66,14180,14676,12606,16952,-3.4,Hold
CAR-03393,2026-02-24,DE,BMW,5 Series,Petrol,Automatic,Franchise dealer,6,92984,106,2,False,39,12280,12405,10655,14329,-1.0,Hold
CAR-01287,2026-02-24,DE,Audi,A4,Hybrid,Manual,Independent dealer,6,111377,205,3,False,28,9150,10141,8710,11713,-9.8,Check underpricing
CAR-00085,2026-02-24,DE,BMW,5 Series,Diesel,Manual,Franchise dealer,4,80053,76,2,True,25,19530,18001,15462,20792,8.5,Hold
CAR-03824,2026-02-24,DE,Volkswagen,Tiguan,Electric,Automatic,Independent dealer,12,158205,176,5,True,50,5640,5859,5033,6768,-3.7,Hold
CAR-03232,2026-02-24,NL,Mercedes-Benz,C-Class,Electric,Automatic,Independent dealer,6,95213,193,3,True,6,15990,14017,12040,16191,14.1,Hold
CAR-02817,2026-02-25,DE,Mercedes-Benz,GLA,Diesel,Automatic,Franchise dealer,7,90888,165,3,True,15,9840,10199,8760,11780,-3.5,Hold
CAR-03550,2026-02-25,DE,Skoda,Karoq,Petrol,Automatic,Franchise dealer,2,43270,155,1,True,21,23800,25299,21730,29222,-5.9,Hold
CAR-03889,2026-02-25,DE,Audi,A4,Diesel,Automatic,Independent dealer,7,109867,192,4,True,68,8880,9658,8296,11156,-8.1,Check underpricing
CAR-01636,2026-02-25,NL,Audi,A4,Electric,Automatic,Private,10,140230,148,3,True,79,5770,6760,5806,7808,-14.6,Check underpricing
CAR-02564,2026-02-25,DE,Volkswagen,ID.3,Petrol,Manual,Franchise dealer,2,34759,129,2,True,48,27340,25495,21899,29448,7.2,Review markdown
CAR-02036,2026-02-26,DE,Skoda,Karoq,Diesel,Automatic,Franchise dealer,6,106169,165,2,False,86,7560,8146,6997,9409,-7.2,Hold
CAR-04095,2026-02-26,DE,Audi,A4,Hybrid,Manual,Independent dealer,5,98227,89,3,True,1,12380,12005,10312,13867,3.1,Hold
CAR-03052,2026-02-26,NL,Volkswagen,Golf,Hybrid,Manual,Independent dealer,5,79388,159,3,True,45,10760,10649,9147,12301,1.0,Hold
CAR-01679,2026-02-26,DE,Mercedes-Benz,A-Class,Electric,Automatic,Private,4,71163,206,1,True,35,16810,16817,14445,19425,-0.0,Hold
CAR-00115,2026-02-26,DE,Skoda,Karoq,Diesel,Automatic,Franchise dealer,6,101006,140,3,True,137,9630,9133,7845,10549,5.4,Review markdown
CAR-01817,2026-02-26,AT,Mercedes-Benz,C-Class,Petrol,Automatic,Private,0,15892,188,1,True,14,58270,60663,52106,70070,-3.9,Hold
CAR-04499,2026-02-27,DE,Volkswagen,ID.3,Petrol,Manual,Independent dealer,1,20858,153,1,True,58,33280,35054,30109,40490,-5.1,Hold
CAR-04223,2026-02-27,NL,BMW,X1,Electric,Manual,Franchise dealer,8,176053,161,4,True,61,5650,7100,6098,8201,-20.4,Check underpricing
CAR-04897,2026-02-27,DE,Mercedes-Benz,E-Class,Petrol,Manual,Franchise dealer,7,132524,131,3,True,22,11270,11574,9941,13369,-2.6,Hold
CAR-01017,2026-02-27,DE,Volkswagen,ID.3,Hybrid,Automatic,Independent dealer,9,211876,151,4,False,17,5660,4699,4036,5427,20.5,Hold
CAR-02444,2026-02-27,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Franchise dealer,8,120896,189,4,True,30,9320,9675,8310,11175,-3.7,Hold
CAR-01978,2026-02-27,AT,Volkswagen,ID.4,Petrol,Manual,Private,1,32909,205,2,True,68,41160,39960,34323,46156,3.0,Hold
CAR-04625,2026-02-27,DE,Volkswagen,Tiguan,Hybrid,Automatic,Private,2,44074,142,2,True,43,28220,27373,23512,31618,3.1,Hold
CAR-04580,2026-02-28,DE,Volkswagen,Golf,Petrol,Automatic,Private,13,202122,135,4,True,89,5280,3509,3014,4053,50.5,Review markdown
CAR-04665,2026-02-28,DE,Audi,A4,Hybrid,Automatic,Franchise dealer,5,71002,156,3,True,38,16770,15964,13713,18440,5.0,Hold
CAR-02536,2026-02-28,DE,Volkswagen,Tiguan,Diesel,Manual,Franchise dealer,4,71113,70,2,True,20,15110,13786,11841,15924,9.6,Hold
CAR-02055,2026-02-28,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,2,39128,145,1,True,48,27910,27277,23429,31507,2.3,Hold
CAR-02931,2026-02-28,AT,BMW,i4,Electric,Automatic,Independent dealer,4,64455,126,3,True,31,31940,23840,20478,27537,34.0,Hold
CAR-03318,2026-02-28,DE,BMW,5 Series,Diesel,Manual,Independent dealer,3,51015,154,1,True,6,28050,26767,22991,30918,4.8,Hold
CAR-04504,2026-03-01,DE,BMW,5 Series,Petrol,Automatic,Independent dealer,4,101542,102,2,True,28,17270,18886,16222,21815,-8.6,Check underpricing
CAR-04870,2026-03-01,DE,Mercedes-Benz,E-Class,Diesel,Automatic,Franchise dealer,4,88137,199,1,True,46,30350,24939,21421,28806,21.7,Review markdown
CAR-00459,2026-03-01,DE,Volkswagen,Passat,Petrol,Manual,Franchise dealer,5,99890,106,2,True,35,11210,11543,9915,13333,-2.9,Hold
CAR-00281,2026-03-01,DE,BMW,X3,Electric,Automatic,Franchise dealer,1,44344,72,1,True,23,43570,46078,39579,53223,-5.4,Hold
CAR-04276,2026-03-01,DE,Audi,A4,Electric,Automatic,Franchise dealer,2,39806,110,1,True,44,33810,30890,26533,35680,9.5,Hold
CAR-00351,2026-03-01,DE,BMW,3 Series,Petrol,Manual,Franchise dealer,8,185001,145,3,True,22,5580,6577,5649,7597,-15.2,Check underpricing
CAR-00965,2026-03-01,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Franchise dealer,4,83619,165,2,True,64,20620,19650,16878,22697,4.9,Hold
CAR-03507,2026-03-01,NL,Volkswagen,ID.4,Diesel,Automatic,Franchise dealer,9,132776,135,4,True,12,5790,7382,6341,8527,-21.6,Check underpricing
CAR-03675,2026-03-01,DE,Skoda,Kodiaq,Diesel,Automatic,Franchise dealer,4,93035,205,3,True,49,18050,17061,14655,19707,5.8,Review markdown
CAR-01590,2026-03-02,DE,BMW,3 Series,Diesel,Automatic,Independent dealer,6,126521,194,4,True,30,9980,10255,8808,11845,-2.7,Hold
CAR-01784,2026-03-02,DE,Audi,A4,Petrol,Manual,Franchise dealer,2,60154,98,2,False,90,22540,21612,18564,24964,4.3,Hold
CAR-02130,2026-03-02,AT,BMW,i4,Petrol,Automatic,Franchise dealer,13,177316,155,5,True,39,4900,7526,6465,8693,-34.9,Check underpricing
CAR-01501,2026-03-02,DE,Skoda,Octavia,Petrol,Automatic,Private,7,128508,116,5,True,79,5940,5922,5086,6840,0.3,Hold
CAR-02394,2026-03-03,NL,Mercedes-Benz,GLA,Diesel,Manual,Franchise dealer,5,81696,137,2,True,64,14380,13249,11380,15303,8.5,Review markdown
CAR-04623,2026-03-03,DE,Skoda,Superb,Diesel,Automatic,Independent dealer,4,71157,190,3,True,71,19760,16767,14402,19368,17.9,Review markdown
CAR-02551,2026-03-03,NL,Mercedes-Benz,GLA,Diesel,Automatic,Franchise dealer,12,232422,135,4,True,74,5620,4643,3988,5363,21.0,Review markdown
CAR-01177,2026-03-03,DE,Audi,Q3,Petrol,Manual,Independent dealer,8,98387,157,3,False,23,6220,7070,6073,8166,-12.0,Check underpricing
CAR-02139,2026-03-03,NL,Volkswagen,Golf,Petrol,Automatic,Independent dealer,2,42365,141,1,True,29,21330,22184,19055,25624,-3.8,Hold
CAR-04878,2026-03-04,DE,Audi,Q3,Petrol,Manual,Independent dealer,5,107077,151,1,True,56,11350,12597,10820,14550,-9.9,Check underpricing
CAR-02703,2026-03-04,DE,Volkswagen,ID.4,Diesel,Automatic,Independent dealer,13,280908,117,5,True,31,5500,3837,3296,4433,43.3,Hold
CAR-02569,2026-03-04,DE,Skoda,Enyaq,Diesel,Manual,Franchise dealer,7,153197,130,4,False,136,6230,6869,5900,7934,-9.3,Check underpricing
