listing_id,listed_date,country,brand,model,fuel,transmission,seller_type,age_years,mileage_km,power_kw,previous_owners,accident_free,days_on_market,asking_price_eur
CAR-00864,2024-09-17,DE,BMW,i4,Electric,Manual,Franchise dealer,13,218517,164,5,True,105,5910
CAR-03546,2024-09-17,DE,Mercedes-Benz,EQE,Diesel,Automatic,Independent dealer,4,60816,246,3,True,33,29210
CAR-02830,2024-09-17,AT,Audi,e-tron,Diesel,Manual,Independent dealer,6,106467,131,3,True,23,15620
CAR-01968,2024-09-17,AT,Mercedes-Benz,GLA,Petrol,Automatic,Franchise dealer,3,57291,140,1,True,60,23350
CAR-00470,2024-09-17,DE,Audi,Q3,Electric,Automatic,Franchise dealer,4,71016,170,2,True,8,19420
CAR-04244,2024-09-17,AT,Volkswagen,Passat,Electric,Manual,Franchise dealer,6,76624,145,3,True,30,13330
CAR-01722,2024-09-18,DE,Volkswagen,Tiguan,Hybrid,Automatic,Independent dealer,6,81156,138,2,True,20,11420
CAR-02122,2024-09-18,DE,Audi,e-tron,Hybrid,Automatic,Franchise dealer,13,258318,163,5,True,8,5270
CAR-02344,2024-09-18,DE,Volkswagen,Tiguan,Electric,Automatic,Franchise dealer,4,63380,128,2,True,9,18760
CAR-00617,2024-09-18,DE,Audi,A3,Hybrid,Automatic,Private,4,56117,121,1,True,15,16130
CAR-04150,2024-09-18,DE,Audi,A4,Petrol,Automatic,Independent dealer,3,61583,114,2,True,40,20020
CAR-03123,2024-09-18,AT,Mercedes-Benz,C-Class,Diesel,Manual,Franchise dealer,2,56560,162,1,True,50,27890
CAR-01383,2024-09-18,DE,Skoda,Octavia,Petrol,Automatic,Franchise dealer,1,36371,125,2,True,13,23350
CAR-00308,2024-09-18,DE,Audi,A3,Petrol,Automatic,Franchise dealer,5,89734,131,2,True,19,11090
CAR-00602,2024-09-18,AT,Skoda,Octavia,Petrol,Automatic,Franchise dealer,4,100070,93,2,True,94,12100
CAR-02606,2024-09-19,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,7,104365,100,4,True,82,7570
CAR-01081,2024-09-19,NL,Skoda,Enyaq,Electric,Automatic,Independent dealer,7,93017,177,4,True,13,10370
CAR-00729,2024-09-20,DE,Mercedes-Benz,EQE,Petrol,Automatic,Franchise dealer,6,131448,124,2,False,47,12640
CAR-00832,2024-09-20,DE,Audi,A4,Petrol,Automatic,Franchise dealer,7,86166,91,2,True,50,9350
CAR-03119,2024-09-20,DE,Audi,A4,Petrol,Automatic,Franchise dealer,3,47685,104,2,False,88,18840
CAR-03545,2024-09-20,DE,Mercedes-Benz,E-Class,Electric,Automatic,Independent dealer,4,55102,166,2,True,6,29780
CAR-03322,2024-09-20,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,9,116462,120,3,True,33,5350
CAR-00304,2024-09-20,DE,Skoda,Enyaq,Petrol,Automatic,Independent dealer,2,38052,102,1,True,28,29790
CAR-00025,2024-09-21,DE,BMW,5 Series,Petrol,Automatic,Independent dealer,4,35778,105,2,False,36,21850
CAR-03000,2024-09-21,DE,Volkswagen,ID.3,Hybrid,Automatic,Private,4,75868,163,1,True,38,17210
CAR-03465,2024-09-21,DE,Volkswagen,ID.4,Petrol,Automatic,Franchise dealer,3,50499,176,2,True,30,28060
CAR-03138,2024-09-21,DE,Volkswagen,ID.3,Diesel,Automatic,Independent dealer,1,37063,144,1,True,34,31110
CAR-03817,2024-09-22,AT,Audi,e-tron,Diesel,Automatic,Franchise dealer,6,127990,205,3,True,14,17640
CAR-00448,2024-09-22,NL,BMW,X1,Hybrid,Automatic,Franchise dealer,2,37587,70,1,True,35,32170
CAR-02099,2024-09-22,DE,Audi,Q3,Hybrid,Automatic,Franchise dealer,3,77933,70,1,True,24,19820
CAR-02072,2024-09-22,AT,Audi,Q3,Hybrid,Automatic,Private,6,107269,147,2,True,34,12030
CAR-02590,2024-09-23,AT,Volkswagen,Golf,Diesel,Automatic,Private,12,204688,175,5,True,10,5450
CAR-00259,2024-09-23,DE,Mercedes-Benz,EQE,Electric,Manual,Private,2,59721,185,1,False,33,35060
CAR-02037,2024-09-23,DE,BMW,X3,Petrol,Automatic,Independent dealer,1,24035,148,2,True,25,48970
CAR-00300,2024-09-23,AT,Volkswagen,Golf,Hybrid,Manual,Independent dealer,2,44919,188,2,True,62,21610
CAR-04269,2024-09-23,DE,Volkswagen,Passat,Petrol,Automatic,Independent dealer,13,205630,172,5,True,82,5000
CAR-02264,2024-09-23,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Franchise dealer,4,63847,156,2,True,57,22400
CAR-03836,2024-09-24,DE,Volkswagen,Golf,Hybrid,Automatic,Franchise dealer,2,44587,203,1,True,6,22760
CAR-02159,2024-09-24,NL,BMW,i4,Petrol,Automatic,Franchise dealer,1,27687,97,1,True,57,51440
CAR-01379,2024-09-24,DE,Mercedes-Benz,EQE,Petrol,Automatic,Franchise dealer,3,65610,200,1,True,38,43010
CAR-02225,2024-09-24,DE,Audi,A4,Hybrid,Automatic,Franchise dealer,1,11202,157,1,True,45,41880
CAR-02555,2024-09-24,DE,Volkswagen,ID.3,Electric,Manual,Independent dealer,6,91481,140,3,True,51,9680
CAR-00849,2024-09-24,NL,Skoda,Enyaq,Diesel,Manual,Private,6,99496,112,3,True,44,8420
CAR-01263,2024-09-25,DE,Skoda,Octavia,Diesel,Automatic,Franchise dealer,9,147281,171,4,True,66,5940
CAR-00344,2024-09-25,DE,Volkswagen,ID.3,Diesel,Automatic,Independent dealer,1,7561,122,2,True,33,35660
CAR-04014,2024-09-25,DE,Mercedes-Benz,A-Class,Electric,Manual,Franchise dealer,2,66151,166,1,True,59,26980
CAR-01961,2024-09-25,DE,Audi,Q3,Petrol,Automatic,Franchise dealer,3,81521,160,2,True,3,24310
CAR-01732,2024-09-25,NL,Volkswagen,Passat,Diesel,Manual,Independent dealer,3,62536,135,1,True,24,19060
CAR-02181,2024-09-26,DE,Skoda,Octavia,Diesel,Automatic,Franchise dealer,6,127431,130,3,True,7,6400
CAR-04677,2024-09-26,DE,BMW,3 Series,Petrol,Automatic,Independent dealer,9,120275,135,3,True,26,5590
CAR-00421,2024-09-26,DE,BMW,X1,Petrol,Automatic,Franchise dealer,1,18704,86,2,True,15,35050
CAR-03310,2024-09-26,DE,Skoda,Enyaq,Diesel,Manual,Independent dealer,4,75086,96,2,True,17,15010
CAR-00373,2024-09-27,DE,Audi,A3,Petrol,Automatic,Franchise dealer,7,117299,133,3,True,21,6800
CAR-03187,2024-09-27,DE,Skoda,Enyaq,Diesel,Automatic,Private,5,87534,145,3,True,37,14080
CAR-01835,2024-09-27,DE,BMW,X3,Petrol,Automatic,Independent dealer,3,43890,133,1,True,39,33220
CAR-02632,2024-09-28,AT,Skoda,Octavia,Petrol,Automatic,Private,8,128112,207,4,True,18,5640
CAR-01111,2024-09-28,DE,Mercedes-Benz,EQE,Diesel,Automatic,Independent dealer,0,9798,171,1,True,44,82650
CAR-02843,2024-09-28,DE,Audi,Q3,Petrol,Automatic,Independent dealer,2,48539,132,2,True,34,29650
CAR-03424,2024-09-28,DE,BMW,i4,Diesel,Automatic,Independent dealer,11,232342,158,5,False,19,5670
CAR-04228,2024-09-29,DE,Mercedes-Benz,GLA,Petrol,Automatic,Franchise dealer,2,34394,236,1,True,58,36820
CAR-04219,2024-09-29,DE,Volkswagen,Golf,Hybrid,Automatic,Franchise dealer,2,39808,182,1,True,41,31370
CAR-02653,2024-09-29,DE,Volkswagen,ID.4,Hybrid,Automatic,Franchise dealer,3,49273,115,1,True,49,26510
CAR-02025,2024-09-29,DE,Audi,A3,Electric,Manual,Independent dealer,6,146372,211,3,True,38,7660
CAR-00432,2024-09-29,NL,Volkswagen,Passat,Diesel,Automatic,Independent dealer,6,75996,130,4,True,83,10120
CAR-00910,2024-09-29,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,2,41265,162,1,True,49,27360
CAR-02052,2024-09-29,DE,Mercedes-Benz,GLA,Petrol,Manual,Independent dealer,6,88710,178,4,True,21,11470
CAR-02155,2024-09-30,DE,Skoda,Superb,Diesel,Automatic,Independent dealer,1,11453,70,1,False,70,28610
CAR-00286,2024-09-30,NL,BMW,X3,Diesel,Automatic,Independent dealer,7,113173,184,4,True,103,12290
CAR-01001,2024-09-30,AT,Mercedes-Benz,A-Class,Petrol,Automatic,Independent dealer,2,40533,85,1,True,57,26180
CAR-03706,2024-09-30,DE,Audi,Q3,Hybrid,Automatic,Independent dealer,2,33517,134,1,True,52,27440
CAR-04127,2024-09-30,DE,Mercedes-Benz,A-Class,Diesel,Automatic,Private,8,158728,184,2,True,12,5520
CAR-01183,2024-10-01,DE,BMW,X3,Electric,Automatic,Franchise dealer,5,102216,113,2,True,55,17620
CAR-02962,2024-10-01,DE,BMW,3 Series,Electric,Manual,Independent dealer,7,121398,99,3,True,38,8270
CAR-03292,2024-10-01,DE,Mercedes-Benz,A-Class,Hybrid,Automatic,Independent dealer,5,100081,104,1,True,28,11690
CAR-04231,2024-10-02,DE,BMW,i4,Hybrid,Automatic,Franchise dealer,5,86190,148,1,True,42,21330
CAR-00088,2024-10-02,DE,BMW,X1,Petrol,Manual,Independent dealer,3,81840,112,3,True,17,17420
CAR-04901,2024-10-02,NL,Audi,A4,Diesel,Automatic,Franchise dealer,2,34214,73,2,True,15,26480
CAR-03228,2024-10-02,DE,Volkswagen,Golf,Hybrid,Manual,Independent dealer,6,90751,144,3,False,37,6310
CAR-02922,2024-10-02,AT,BMW,3 Series,Petrol,Automatic,Franchise dealer,13,300203,97,5,True,79,5490
CAR-03206,2024-10-03,DE,BMW,5 Series,Hybrid,Manual,Independent dealer,5,75277,92,3,True,35,19090
CAR-04947,2024-10-03,DE,Volkswagen,Tiguan,Diesel,Automatic,Independent dealer,5,102094,152,3,False,27,10770
CAR-03194,2024-10-03,DE,Volkswagen,ID.4,Electric,Automatic,Independent dealer,13,218168,102,5,True,29,5600
CAR-04495,2024-10-03,DE,Audi,A3,Petrol,Automatic,Franchise dealer,1,32281,133,1,True,11,30240
CAR-00632,2024-10-03,DE,BMW,X1,Diesel,Automatic,Franchise dealer,7,105714,128,3,True,33,8670
CAR-01778,2024-10-03,DE,Audi,e-tron,Petrol,Automatic,Independent dealer,13,259011,110,5,True,29,5840
CAR-00276,2024-10-03,NL,Audi,e-tron,Hybrid,Automatic,Franchise dealer,6,107811,135,2,True,101,15900
CAR-00744,2024-10-04,DE,Mercedes-Benz,EQE,Hybrid,Automatic,Private,6,112933,216,2,True,70,20290
CAR-00213,2024-10-04,DE,Volkswagen,Golf,Diesel,Automatic,Private,1,30440,213,1,True,30,24500
CAR-00663,2024-10-04,DE,BMW,X3,Hybrid,Automatic,Franchise dealer,4,51844,146,1,True,80,30950
CAR-04555,2024-10-04,DE,Volkswagen,ID.3,Electric,Automatic,Franchise dealer,5,100000,166,2,True,91,12160
CAR-00309,2024-10-05,DE,BMW,3 Series,Diesel,Automatic,Franchise dealer,1,26305,70,1,False,16,29320
CAR-04289,2024-10-05,DE,Volkswagen,ID.4,Hybrid,Automatic,Independent dealer,1,37030,171,1,True,21,41550
CAR-02431,2024-10-05,DE,Volkswagen,Golf,Petrol,Automatic,Independent dealer,3,77568,160,1,True,34,14540
CAR-00716,2024-10-05,DE,Mercedes-Benz,GLA,Diesel,Automatic,Franchise dealer,3,81115,85,2,False,38,13710
CAR-01324,2024-10-05,DE,Audi,A4,Diesel,Automatic,Independent dealer,7,155420,176,2,True,30,6510
CAR-01702,2024-10-05,AT,Audi,e-tron,Hybrid,Manual,Independent dealer,4,96123,106,1,False,145,21800
CAR-01238,2024-10-05,AT,BMW,i4,Petrol,Automatic,Independent dealer,6,116678,101,3,True,47,13580
CAR-04764,2024-10-05,DE,Mercedes-Benz,GLA,Petrol,Automatic,Private,6,98867,70,2,True,12,8880
CAR-02883,2024-10-05,DE,Audi,e-tron,Petrol,Automatic,Franchise dealer,10,197473,226,3,True,54,6590
CAR-01934,2024-10-06,DE,Volkswagen,Golf,Petrol,Automatic,Franchise dealer,4,84273,198,2,True,52,14430
CAR-03477,2024-10-06,DE,Skoda,Kodiaq,Petrol,Automatic,Independent dealer,1,31771,100,1,True,48,35990
CAR-00022,2024-10-06,DE,Skoda,Kodiaq,Hybrid,Manual,Franchise dealer,6,110479,137,4,False,13,9720
CAR-04199,2024-10-06,DE,BMW,3 Series,Petrol,Automatic,Independent dealer,2,36049,178,2,True,93,28840
CAR-02802,2024-10-06,DE,BMW,5 Series,Diesel,Automatic,Private,6,81712,180,3,True,16,13930
CAR-04617,2024-10-06,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,8,82983,133,3,True,87,8080
CAR-02859,2024-10-06,DE,Mercedes-Benz,A-Class,Hybrid,Manual,Private,1,23198,144,1,True,23,31090
CAR-03748,2024-10-07,AT,Audi,A3,Petrol,Manual,Franchise dealer,1,29632,174,1,True,18,30160
CAR-01138,2024-10-07,DE,BMW,X1,Diesel,Manual,Franchise dealer,11,216794,70,4,True,55,5750
CAR-00007,2024-10-07,DE,Volkswagen,Golf,Electric,Manual,Independent dealer,9,140614,99,4,True,26,5710
CAR-04257,2024-10-07,DE,Mercedes-Benz,EQE,Petrol,Automatic,Franchise dealer,7,150540,131,3,True,9,13560
CAR-04230,2024-10-07,DE,Skoda,Karoq,Petrol,Automatic,Franchise dealer,3,27701,125,2,False,83,17400
CAR-04879,2024-10-07,DE,Audi,e-tron,Electric,Automatic,Franchise dealer,11,170385,97,3,False,44,5650
CAR-00406,2024-10-07,DE,Audi,A4,Electric,Manual,Independent dealer,11,199426,150,5,False,47,5690
CAR-04137,2024-10-08,DE,Skoda,Karoq,Hybrid,Automatic,Franchise dealer,13,258990,70,5,True,90,6110
CAR-04753,2024-10-08,NL,Mercedes-Benz,A-Class,Diesel,Automatic,Franchise dealer,10,104823,83,4,False,12,5540
CAR-02494,2024-10-08,DE,Skoda,Kodiaq,Electric,Automatic,Franchise dealer,10,200034,176,4,True,65,5530
CAR-02147,2024-10-08,AT,Skoda,Octavia,Electric,Manual,Independent dealer,4,78208,178,2,True,23,13610
CAR-04492,2024-10-09,DE,Skoda,Octavia,Electric,Automatic,Private,5,77199,218,1,True,26,11960
CAR-04713,2024-10-09,DE,Skoda,Kodiaq,Electric,Automatic,Independent dealer,4,86528,97,2,True,105,16840
CAR-00533,2024-10-09,DE,Volkswagen,Passat,Electric,Automatic,Franchise dealer,2,57865,85,1,True,19,25690
CAR-02794,2024-10-09,DE,Volkswagen,Tiguan,Diesel,Automatic,Private,2,44456,194,1,True,39,30440
CAR-03513,2024-10-09,DE,Skoda,Kodiaq,Diesel,Automatic,Franchise dealer,6,91490,92,3,True,37,8710
CAR-01880,2024-10-09,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Franchise dealer,11,179956,215,5,True,12,5730
CAR-00104,2024-10-09,DE,Volkswagen,Tiguan,Petrol,Automatic,Franchise dealer,6,88303,132,1,True,25,10860
CAR-03590,2024-10-09,DE,Volkswagen,Golf,Petrol,Manual,Franchise dealer,3,68069,199,1,True,25,17890
CAR-00678,2024-10-09,DE,BMW,5 Series,Electric,Automatic,Franchise dealer,5,115330,147,3,False,67,14460
CAR-03823,2024-10-09,NL,BMW,X3,Electric,Automatic,Private,3,52549,155,3,True,52,32130
CAR-03344,2024-10-10,DE,Mercedes-Benz,GLA,Electric,Automatic,Franchise dealer,2,52129,240,2,True,14,36480
CAR-01671,2024-10-10,DE,Volkswagen,Golf,Diesel,Automatic,Private,3,55268,154,2,True,15,14310
CAR-04169,2024-10-10,DE,Mercedes-Benz,GLA,Petrol,Automatic,Franchise dealer,3,50859,101,2,True,5,20760
CAR-03618,2024-10-10,DE,Audi,e-tron,Electric,Automatic,Franchise dealer,3,61428,127,2,True,28,38790
CAR-03474,2024-10-10,DE,Mercedes-Benz,EQE,Diesel,Automatic,Private,1,21135,130,1,True,41,54190
CAR-03448,2024-10-11,DE,Audi,A4,Diesel,Automatic,Franchise dealer,3,53495,210,2,False,75,21180
CAR-03792,2024-10-11,DE,BMW,i4,Petrol,Automatic,Independent dealer,5,76778,109,2,False,21,15550
CAR-03919,2024-10-11,DE,Mercedes-Benz,EQE,Petrol,Automatic,Private,3,64448,100,1,True,90,30580
CAR-03927,2024-10-11,DE,Volkswagen,Passat,Electric,Automatic,Franchise dealer,5,103806,257,4,True,55,16200
CAR-00817,2024-10-11,AT,Mercedes-Benz,C-Class,Hybrid,Manual,Private,4,73972,137,3,True,64,18660
CAR-04728,2024-10-11,DE,Volkswagen,Tiguan,Diesel,Automatic,Private,11,160997,188,5,True,82,5370
CAR-02029,2024-10-11,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,1,37681,206,2,True,45,36700
CAR-04628,2024-10-11,AT,BMW,5 Series,Electric,Automatic,Independent dealer,3,64809,144,1,True,17,34410
CAR-04054,2024-10-12,DE,Volkswagen,Golf,Petrol,Automatic,Franchise dealer,1,26867,146,1,True,36,23950
CAR-04684,2024-10-12,DE,Skoda,Kodiaq,Hybrid,Automatic,Independent dealer,6,84430,171,4,True,129,13660
CAR-00820,2024-10-12,DE,BMW,i4,Hybrid,Manual,Franchise dealer,3,70369,75,1,True,22,26320
CAR-00730,2024-10-12,AT,Audi,Q3,Petrol,Manual,Private,0,14966,70,1,False,60,28540
CAR-01668,2024-10-12,DE,BMW,X3,Diesel,Automatic,Franchise dealer,3,60124,123,3,True,19,26030
CAR-03191,2024-10-12,DE,BMW,5 Series,Hybrid,Manual,Private,3,50521,120,3,True,31,27370
CAR-01233,2024-10-13,DE,Volkswagen,Tiguan,Electric,Automatic,Franchise dealer,1,19971,158,1,True,13,40780
CAR-03754,2024-10-13,DE,Mercedes-Benz,EQE,Diesel,Manual,Independent dealer,4,53822,150,2,True,59,25290
CAR-01617,2024-10-13,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,1,10791,87,1,True,25,31410
CAR-02313,2024-10-13,DE,BMW,X1,Petrol,Automatic,Independent dealer,3,38783,70,1,True,31,22310
CAR-01328,2024-10-13,DE,Audi,A3,Electric,Automatic,Private,4,66710,176,2,True,7,16000
CAR-00620,2024-10-13,DE,Volkswagen,Passat,Diesel,Automatic,Private,1,34395,143,1,True,64,32600
CAR-04890,2024-10-13,AT,Audi,Q5,Petrol,Automatic,Franchise dealer,3,53654,183,2,True,15,36070
CAR-02582,2024-10-14,DE,BMW,i4,Petrol,Manual,Franchise dealer,5,88547,114,2,True,20,20810
CAR-02562,2024-10-14,DE,Volkswagen,ID.3,Diesel,Automatic,Franchise dealer,2,38904,89,2,True,144,21660
CAR-01010,2024-10-14,NL,Volkswagen,Tiguan,Diesel,Manual,Private,3,64776,94,1,True,88,16640
CAR-01976,2024-10-14,DE,Mercedes-Benz,E-Class,Petrol,Automatic,Franchise dealer,2,36434,188,1,False,37,36420
CAR-01121,2024-10-15,DE,BMW,i4,Petrol,Automatic,Franchise dealer,10,210603,261,3,True,45,5380
CAR-01176,2024-10-15,DE,Mercedes-Benz,E-Class,Petrol,Manual,Franchise dealer,9,174123,87,5,True,7,5720
CAR-01613,2024-10-15,DE,Audi,Q5,Petrol,Automatic,Franchise dealer,4,99454,158,2,False,17,19330
CAR-04306,2024-10-15,DE,Mercedes-Benz,EQE,Electric,Automatic,Private,6,85666,147,4,True,37,18530
CAR-04662,2024-10-16,DE,Mercedes-Benz,A-Class,Hybrid,Automatic,Franchise dealer,3,55247,70,1,True,30,18260
CAR-04136,2024-10-16,DE,Mercedes-Benz,C-Class,Electric,Automatic,Private,2,48891,177,2,True,57,31930
CAR-03994,2024-10-16,DE,Audi,Q3,Diesel,Automatic,Franchise dealer,1,23016,90,2,True,49,34040
CAR-02180,2024-10-16,DE,Volkswagen,ID.3,Diesel,Automatic,Independent dealer,5,93433,221,1,True,53,12820
CAR-01903,2024-10-17,DE,BMW,X1,Petrol,Automatic,Franchise dealer,2,47076,105,1,True,71,26300
CAR-04261,2024-10-17,DE,Skoda,Karoq,Diesel,Manual,Franchise dealer,9,131110,223,5,True,28,5550
CAR-01819,2024-10-17,DE,Volkswagen,Golf,Petrol,Manual,Franchise dealer,8,46264,143,3,False,48,5170
CAR-03023,2024-10-17,AT,Mercedes-Benz,A-Class,Diesel,Automatic,Independent dealer,7,91449,84,3,True,26,6450
CAR-02717,2024-10-18,AT,Skoda,Karoq,Diesel,Manual,Independent dealer,3,68822,198,2,True,36,17190
CAR-01728,2024-10-18,DE,BMW,i4,Electric,Automatic,Franchise dealer,4,83355,139,2,True,81,25090
CAR-00732,2024-10-18,DE,BMW,5 Series,Diesel,Manual,Independent dealer,3,63103,149,1,False,82,21080
CAR-00510,2024-10-18,DE,BMW,X1,Petrol,Automatic,Franchise dealer,8,104014,118,4,True,66,7890
CAR-03704,2024-10-18,DE,BMW,X1,Diesel,Automatic,Franchise dealer,2,50706,116,1,True,37,22590
CAR-03589,2024-10-18,DE,Audi,Q5,Diesel,Automatic,Franchise dealer,4,67865,217,2,True,62,28630
CAR-01657,2024-10-19,NL,Volkswagen,Tiguan,Diesel,Manual,Private,3,62696,155,3,True,8,19300
CAR-04249,2024-10-19,DE,Volkswagen,Passat,Electric,Automatic,Franchise dealer,6,59002,143,3,True,163,11870
CAR-01179,2024-10-19,DE,BMW,X3,Petrol,Automatic,Franchise dealer,8,137296,210,4,True,23,11090
CAR-03690,2024-10-19,DE,BMW,X3,Diesel,Automatic,Franchise dealer,6,97223,144,3,True,76,14620
CAR-03783,2024-10-19,DE,Audi,A4,Petrol,Automatic,Franchise dealer,8,72119,151,3,True,50,8710
CAR-02683,2024-10-19,DE,Mercedes-Benz,EQE,Diesel,Automatic,Franchise dealer,3,63047,227,2,True,22,43290
CAR-02587,2024-10-19,DE,BMW,i4,Hybrid,Automatic,Franchise dealer,4,52344,157,2,True,13,30600
CAR-04034,2024-10-19,AT,BMW,X1,Diesel,Automatic,Private,3,61452,139,1,True,53,17550
CAR-04376,2024-10-20,AT,Volkswagen,Passat,Electric,Automatic,Franchise dealer,8,129379,181,4,True,18,6960
CAR-03257,2024-10-20,AT,Audi,A4,Diesel,Automatic,Private,5,111845,123,3,True,21,11420
CAR-01038,2024-10-20,DE,Mercedes-Benz,GLA,Diesel,Automatic,Private,5,109703,150,2,True,101,12900
CAR-02921,2024-10-20,DE,BMW,5 Series,Petrol,Automatic,Franchise dealer,2,28197,125,2,True,24,44480
CAR-04784,2024-10-20,DE,Skoda,Octavia,Petrol,Automatic,Independent dealer,3,51636,135,2,True,21,15440
CAR-03410,2024-10-20,DE,Volkswagen,ID.4,Electric,Automatic,Franchise dealer,4,84123,212,3,True,85,21080
CAR-01022,2024-10-21,DE,Skoda,Kodiaq,Electric,Automatic,Franchise dealer,5,78897,122,2,True,35,15730
CAR-01161,2024-10-21,DE,Volkswagen,ID.3,Hybrid,Automatic,Franchise dealer,7,83816,77,3,True,21,8780
CAR-04395,2024-10-21,DE,Mercedes-Benz,EQE,Petrol,Automatic,Independent dealer,7,122579,180,3,True,54,14070
CAR-00811,2024-10-22,DE,BMW,X3,Electric,Automatic,Independent dealer,9,145433,110,4,True,38,7660
CAR-01854,2024-10-22,DE,Volkswagen,ID.3,Diesel,Automatic,Franchise dealer,4,86673,184,3,True,30,14800
CAR-04461,2024-10-22,DE,Audi,A4,Petrol,Manual,Private,2,30128,184,1,True,8,30800
CAR-03063,2024-10-22,DE,Skoda,Enyaq,Electric,Automatic,Franchise dealer,11,171492,163,4,True,26,5700
CAR-01473,2024-10-22,DE,Mercedes-Benz,GLA,Electric,Automatic,Private,9,159473,70,4,True,52,4990
CAR-00112,2024-10-23,AT,Audi,A3,Electric,Automatic,Private,3,57804,167,1,True,10,21440
CAR-03341,2024-10-23,DE,Volkswagen,Passat,Hybrid,Automatic,Franchise dealer,4,72284,101,2,True,64,17110
CAR-01512,2024-10-23,DE,Volkswagen,Passat,Petrol,Automatic,Franchise dealer,1,18339,121,1,True,32,36980
CAR-00614,2024-10-23,DE,Audi,Q3,Hybrid,Automatic,Franchise dealer,3,43056,90,2,True,54,22010
CAR-00745,2024-10-23,DE,Mercedes-Benz,A-Class,Diesel,Automatic,Franchise dealer,3,64740,207,2,True,55,23750
CAR-02069,2024-10-23,DE,Mercedes-Benz,EQE,Petrol,Automatic,Independent dealer,2,35017,178,4,True,160,51420
CAR-00603,2024-10-23,DE,Volkswagen,ID.3,Electric,Automatic,Franchise dealer,6,157088,124,3,True,89,8170
CAR-01734,2024-10-23,DE,Skoda,Karoq,Petrol,Manual,Franchise dealer,1,32427,152,1,True,70,29510
CAR-03164,2024-10-24,NL,Volkswagen,ID.3,Diesel,Automatic,Private,3,68137,213,2,True,27,18870
CAR-04457,2024-10-24,DE,Mercedes-Benz,A-Class,Petrol,Manual,Independent dealer,9,178427,199,5,True,36,5500
CAR-03248,2024-10-24,AT,Skoda,Kodiaq,Hybrid,Manual,Independent dealer,13,253237,100,3,True,11,5560
CAR-00779,2024-10-24,DE,Skoda,Enyaq,Hybrid,Automatic,Independent dealer,11,173706,113,4,True,93,5670
CAR-02129,2024-10-25,DE,BMW,5 Series,Petrol,Manual,Franchise dealer,2,46732,189,2,True,44,42190
CAR-00275,2024-10-25,DE,Audi,A3,Petrol,Automatic,Franchise dealer,7,72378,137,3,True,33,9960
CAR-02199,2024-10-25,DE,Volkswagen,Golf,Diesel,Automatic,Independent dealer,4,44937,154,1,True,49,13960
CAR-03869,2024-10-26,DE,Mercedes-Benz,GLA,Diesel,Automatic,Independent dealer,5,96723,94,2,True,61,11600
CAR-04477,2024-10-26,NL,Audi,Q3,Diesel,Manual,Franchise dealer,1,27076,140,1,True,97,38720
CAR-01917,2024-10-26,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,5,80130,98,2,True,47,12800
CAR-02797,2024-10-26,DE,Audi,Q3,Petrol,Automatic,Independent dealer,0,7863,94,1,True,72,43040
CAR-00316,2024-10-26,DE,Audi,A4,Diesel,Automatic,Private,4,95984,99,2,False,62,12210
CAR-02972,2024-10-27,DE,BMW,i4,Electric,Automatic,Private,9,142670,113,3,True,6,6970
CAR-03556,2024-10-27,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Private,2,42931,156,1,True,36,25620
CAR-04212,2024-10-27,DE,Mercedes-Benz,EQE,Electric,Manual,Franchise dealer,2,33096,210,1,True,59,55970
CAR-02900,2024-10-27,DE,Audi,A3,Diesel,Manual,Private,7,79148,126,4,False,33,5960
CAR-04333,2024-10-27,DE,Mercedes-Benz,GLA,Petrol,Manual,Private,3,43671,80,1,False,23,16530
CAR-02168,2024-10-27,DE,Audi,e-tron,Petrol,Automatic,Franchise dealer,13,139570,130,5,True,35,6140
CAR-04018,2024-10-27,DE,BMW,X1,Petrol,Manual,Franchise dealer,2,46527,98,1,False,47,22240
CAR-00503,2024-10-28,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,13,171276,120,4,True,59,5930
CAR-03057,2024-10-28,DE,BMW,X1,Hybrid,Manual,Private,13,137275,151,5,True,44,5740
CAR-00134,2024-10-28,DE,Mercedes-Benz,A-Class,Diesel,Manual,Independent dealer,2,30129,137,1,True,22,22280
CAR-04519,2024-10-28,NL,Audi,A3,Petrol,Automatic,Franchise dealer,1,25990,165,2,True,12,33390
CAR-04769,2024-10-28,DE,Volkswagen,Golf,Petrol,Automatic,Franchise dealer,8,96709,124,5,False,110,5590
CAR-02585,2024-10-28,DE,Mercedes-Benz,EQE,Diesel,Automatic,Franchise dealer,4,62987,93,2,True,23,25140
CAR-03092,2024-10-29,DE,Skoda,Enyaq,Petrol,Automatic,Independent dealer,4,76289,116,2,True,64,17330
CAR-02457,2024-10-29,NL,BMW,X1,Electric,Manual,Independent dealer,8,148720,139,4,True,28,5810
